"has the voice of an angel Something In The Water is such a beautiful song","3","0.4500376584114188"
"gim me a minute then send er","2","0.4342916131479562"
"top show mate was going to apply but was working lol keep up the good work","3","0.7950577343258605"
"baby do a followspree as a thankful way bc of k and follow she 's trying so hard to be","2","-0.7173708988902073"
"hahathat might be the best reason to play it at","3","1.1786972869562338"
"Facebook Audience Network A cure for what ails you","2","0.05474452554744526"
"Studio all day everyday haha","2","0.7239321147940996"
"too bad the sox are n't playing the Giants","1","-1.4297702408030744"
"Hi Lou I love you so much And a follow would mean the world Plz ilysm","3","0.49320924608821015"
"I think some dudes in this program are mad I 'm not gay bc they probz wan na date me Sorry lol I like","1","-0.28682229142637716"
"Where do your neos take you FWIS hopefully to your bedroom","2","0.27834875102429524"
"phone calls from my Nonna are the best always when I need them most she calls","2","1.0748363478708889"
"I wan na be like this right now","2","-0.12569609275243382"
"i love you so","2","0.47334097160922906"
"SOOOO ME Lmao LETS BE CLEAR","2","0.0"
"Boys who sing to you on the phone","2","0.042928053150384476"
"verizon","2","0.0"
"Retweet to gain just follow everyone who retweets and follow back who ever follows you Follow to be next","2","0.8306590238549573"
"Every small decision defines us","2","-0.20089795102351324"
"CLICK THIS LINK TO GET A FREE amp ITUNES GIFT CARD","2","0.041666666666666664"
"Hanging Kitchen Towels Mixed Fruit Matching Pair by Debbie Crochets via pottiteam","2","-0.09090909090909091"
"I HAVE POST CONCERT DEPRESSION SO EFFING BAD","1","0.0"
"so much homework","2","0.1157468243539203"
"Your new single love it good job bae Steal My Girl","3","1.8515047449783084"
"when u feel cute but ur selfies are n't cooperating","2","0.42749028823571744"
"slide into the DMs like See Extended version on my instagram THIS SHIT HARD","2","0.3422498191386612"
"Being hungover is a type of sickness","2","-0.01965326140735589"
"make a wish before you rt","2","0.391649148109655"
"dm me please guys It 'll cheer me up a bit","2","0.28329582947777227"
"There is ONLY Jesus WARRIOR","2","0.0"
"STUDENTS CHECK OUT THIS SHREK WORKSHOP Irish Academy of Musical Theatre are now taking bookings for their West","2","0.6406482861400894"
"What do you think mummies are skeletons","2","0.025580921631886987"
"Events and Gatherings Strawberry Avocado Salad","2","0.0"
"The Clearly Unscriptural Role of the Super Pastor","2","0.0"
"I know who I want to take me home","2","0.6724097241590519"
"please do n't use ` ty ' instead of thank you it is very confusing how would you feel if your nickname were an acronym ty","2","0.5750449811989511"
"I fuck with myself cause in the end dats all I got","2","0.8028511129693785"
"There 's no limit to perfection now Crystal Casino is better then it was gameinsight iphonegames iphone","2","1.768010914819519"
"Katy perry tonight Prismatic World Tour","2","0.0"
"how many tracks","2","0.0"
"Amin Morning If there is no more hope Do n't forget you still have a MIRACLE at My Best Place pic","2","-0.4769888938407649"
"inlove with Sam smiths station on pandora","2","0.034090909090909095"
"e Music ditches major labels as it hopes to rule indie song downloads","2","-0.7992376787317145"
"I want so much shit","3","-0.19079956624231162"
"If you 're lucky enough to get a second chance at something do n't waste it","3","1.5819132666690312"
"Will be a gr S of Castle","2","0.014214613103130755"
"having a clean closet makes me feel some type of way","2","0.561540911427981"
"Fall","2","0.0"
"I 'm tryna go kick it with somebody","2","0.2302920483793966"
"White People Google Searches White People Google Searches Do black men have the biggest dick","2","-0.3795620179962882"
"who the fuck are you ugly cunt","1","-0.07644628099173556"
"morning dek","2","0.0"
"Hate","1","0.0"
"Oomf You cute as hell hmu","2","0.0033091393441287975"
"you 're funny lolz","3","0.06934306569343068"
"Les Twins","2","0.0"
"I swear me n bless just fell of hard","1","-0.478144140027747"
"When walk out when buss a save yaaaaaas","2","-0.17485567779904507"
"Snack time","2","0.0799522607053738"
"Boho rings Need Them All","2","0.0"
"Existential questions","2","0.0"
"fuck dat bitch","1","-0.3055555555555556"
"Be safe my fellow followers amp stayoffthetracks bnsf st Arlington Lions","2","0.35843673190464176"
"The foundation of a healthy relationship Trust and communication","2","0.5011182352962491"
"Drake been dope on diss tracks since he was dissing locals before he got big peep this Drake Good Riddance Verse","2","0.287338681301856"
"DISCOUNT CODE","2","0.0"
"Disney Princesses as Mean Girls","2","-0.125"
"pls jessica wont leave snsd","2","-0.006124167018819165"
"I so badly want to have a normal conversation with you again","1","-0.38086838885287744"
"How can the Most High of all gods our Savior and Creator Yahua be the one ordering your steps be the rock","2","0.6806018596580129"
"Hello how are you babessss im in hotel right now im so board","2","0.26349859420608757"
"Theyre always there","2","-0.02299605781865966"
"Sex and Candy alt","2","0.0"
"Gnna keep trying to make you happy forever","3","0.3744623760780512"
"My life without you has been great amp always will be","3","0.23634827596519406"
"EXPORT RESTRICTIONS The software is subject to United States export laws and BJK FB GOOAAALLLL","2","-0.10260199875329272"
"whats","2","0.0"
"I 've got ta realize I ca n't make everyone happy no matter how hard I try","1","0.3359737530390454"
"thanks boo","2","-0.07954545454545453"
"I did The Cowboys are explosive They have the best offense in the league","3","0.979342798085928"
"Taking it in the Ass Wednesday a peak at this week 's adventure Kisses Miss Bea","2","0.4599038417628496"
"summertime sadness","1","-0.5419708029197081"
"Christina NO do n't say that","2","0.12219138880792996"
"Plug talk","2","-0.056244260789715346"
"Are You Prepared to Grow smallbiz","2","0.0"
"she went from bill cosby to nicki minaj quick","2","0.0"
"people followed me and people unfollowed me in the last day Thank you app","2","-0.06471176101943138"
"how 's my girl this word sentence could make any girls day in seconds","2","0.3219940325142771"
"Photo shoot tomorrow","2","0.012693448465942482"
"Check out the roundish","2","-0.2904853741466336"
"I 'm still a bmobile user can u not hahahah belum tukar PCSB pls","2","-1.067735785298907"
"You 're a funny motherfucker but you do n't follow back as you 're numbers reflect x as many followers","1","-0.6133577080878698"
"Tryna get like me","2","0.3354494217462352"
"Another night of Ghost Hunting this Friday rd October St Catherines former hospital We are only the second","2","0.2917157503179893"
"A lesson in are n't u the lady from the corner Me Yes if u mean the lady that lives in the house on the corner","2","0.1348601933968672"
"Fans I wanted say thank u all your support Stay tuned more music n films We 're working on several projects so I 'll keep u updated","2","1.2060885627789222"
"Congradulations to the Byrd golf team for the Conference championship and Dylan Carr for the top individual Keep it","3","-0.07922727860496002"
"RIKU AND SORA ARE SO CUTE","3","0.0"
"bitches love to ride me like a damn scooter","1","0.35349541593814693"
"I was a Met Police officer once arrested for ATTEMPTED MURDER UK US","1","-0.01965326140735589"
"Stop worrying about someone that is n't worried about you It 's not worth it","2","-1.6733042647234502"
"you are so endearing please deflower me","2","1.0613636363636365"
"I just found out tho so it 's okay","2","1.2033782599128702"
"me and my friends did a word search during sos most intriguing thing ive ever done","3","0.3605735571426125"
"I recorded my hair this morning tonight Im watching the highlights Jay D","2","0.0"
